1,133	#	rep
1,161	#	rep
1,151	#	rep
128,000	#	rep
1,172	#	rep
1,740	#	rep
acre-feet	#	rep
119,000	#	rep
1,182	#	rep
118,000	#	rep
106,000	#	rep
1,261	#	rep
1,241	#	rep
1,445	#	rep
1,272	#	rep
1,338	#	rep
1,319	#	rep
104,000	#	rep
21,500	#	rep
470,000	#	rep
8,300	#	rep
116,000	#	rep
189,000	#	rep
410,000	#	rep
875,000	#	rep
1,397	#	rep
122,000	#	rep
113,000	#	rep
495,000	#	rep
345,000	#	rep
249,000	#	rep
1,436	#	rep
1,467	#	rep
123,000	#	rep
570,000	#	rep
1,666	#	rep
630,000	#	rep
136,000	#	rep
1,562	#	rep
137,000	#	rep
142,000	#	rep
1,664	#	rep
148,000	#	rep
1,619	#	rep
133,000	#	rep
1,638	#	rep
1,614	#	rep
2,380	#	rep
146,000	#	rep
134,000	#	rep
162,000	#	rep
1,623	#	rep
580,000	#	rep
680,000	#	rep
620,000	#	rep
157,000	#	rep
156,000	#	rep
111,000	#	rep
2,310	#	rep
1,717	#	rep
2,440	#	rep
143,000	#	rep
1,758	#	rep
1,856	#	rep
780,000	#	rep
11,400	#	rep
1,841	#	rep
121,000	#	rep
825,000	#	rep
465,000	#	rep
131,000	#	rep
2,660	#	rep
182,000	#	rep
2,285	#	rep
2,077	#	rep
329,000	#	rep
2,167	#	rep
760,000	#	rep
2,166	#	rep
2,202	#	rep
188,000	#	rep
590,000	#	rep
216,000	#	rep
171,000	#	rep
2,277	#	rep
19,200	#	rep
212,000	#	rep
585,000	#	rep
2,632	#	rep
151,000	#	rep
2,585	#	rep
184,000	#	rep
2,403	#	rep
740,000	#	rep
2,930	#	rep
3,708	#	rep
243,000	#	rep
2,200,000	#	rep
8,750	#	rep
830,000	#	rep
2,776	#	rep
2,976	#	rep
194,000	#	rep
262,000	#	rep
207,000	#	rep
238,000	#	rep
13,000,000	#	rep
2,874	#	rep
2,997	#	rep
3,460	#	rep
565,000	#	rep
455,000	#	rep
15,400	#	rep
67,500	#	rep
2,973	#	rep
3,065	#	rep
2,841	#	rep
820,000	#	rep
545,000	#	rep
278,000	#	rep
226,000	#	rep
206,000	#	rep
3,790	#	rep
3,154	#	rep
870,000	#	rep
202,000	#	rep
237,000	#	rep
309,000	#	rep
288,000	#	rep
960,000	#	rep
252,000	#	rep
3,497	#	rep
3,322	#	rep
267,000	#	rep
3,725	#	rep
211,000	#	rep
3,246	#	rep
3,196	#	rep
3,374	#	rep
615,000	#	rep
6,450	#	rep
16,000,000	#	rep
3,522	#	rep
221,000	#	rep
3,587	#	rep
263,000	#	rep
3,852	#	rep
3,611	#	rep
4,370	#	rep
3,814	#	rep
272,000	#	rep
3,747	#	rep
308,000	#	rep
318,000	#	rep
4,575	#	rep
286,000	#	rep
324,000	#	rep
35,000,000	#	rep
735,000	#	rep
3,906	#	rep
5,520	#	rep
333,000	#	rep
273,000	#	rep
352,000	#	rep
5,070	#	rep
338,000	#	rep
432,000	#	rep
4,872	#	rep
7,140	#	rep
4,421	#	rep
342,000	#	rep
4,876	#	rep
19,300	#	rep
6,070	#	rep
5,398	#	rep
372,000	#	rep
605,000	#	rep
5,285	#	rep
845,000	#	rep
332,000	#	rep
21,400	#	rep
56,500	#	rep
364,000	#	rep
387,000	#	rep
5,172	#	rep
5,881	#	rep
865,000	#	rep
5,374	#	rep
50,500	#	rep
5,935	#	rep
5,767	#	rep
7,820	#	rep
755,000	#	rep
6,102	#	rep
356,000	#	rep
45,000,000	#	rep
396,000	#	rep
619,000	#	rep
437,000	#	rep
416,000	#	rep
6,123	#	rep
383,000	#	rep
6,219	#	rep
427,000	#	rep
8,320	#	rep
6,458	#	rep
6,217	#	rep
6,655	#	rep
434,000	#	rep
21,000,000	#	rep
7,255	#	rep
855,000	#	rep
23,000,000	#	rep
57,600	#	rep
406,000	#	rep
7,401	#	rep
473,000	#	rep
7,573	#	rep
404,000	#	rep
7,373	#	rep
576,000	#	rep
11,280	#	rep
7,878	#	rep
27,000,000	#	rep
8,114	#	rep
8,371	#	rep
8,301	#	rep
9,021	#	rep
9,325	#	rep
10,395	#	rep
14,410	#	rep
10,660	#	rep
574,000	#	rep
624,000	#	rep
8,923	#	rep
11,610	#	rep
9,386	#	rep
44,800	#	rep
10,245	#	rep
546,000	#	rep
9,302	#	rep
542,000	#	rep
9,233	#	rep
573,000	#	rep
864,000	#	rep
548,000	#	rep
75,001	#	rep
543,000	#	rep
12,895	#	rep
10,474	#	rep
40,250	#	rep
594,000	#	rep
889,000	#	rep
632,000	#	rep
12,825	#	rep
14,580	#	rep
11,916	#	rep
614,000	#	rep
20,850	#	rep
14,545	#	rep
42,000,000	#	rep
611,000	#	rep
11,942	#	rep
748,000	#	rep
613,000	#	rep
718,000	#	rep
20,350	#	rep
736,000	#	rep
714,000	#	rep
693,000	#	rep
mtops	#	rep
593,000	#	rep
135,500	#	rep
61,800	#	rep
56,600	#	rep
15,973	#	rep
6,700,000	#	rep
746,000	#	rep
773,000	#	rep
844,000	#	rep
78,800	#	rep
867,000	#	rep
72,400	#	rep
887,000	#	rep
947,000	#	rep
31,798	#	rep
145,600	#	rep
75,300	#	rep
956,000	#	rep
206,500	#	rep
61,950	#	rep
42,850	#	rep
1,055,000	#	rep
1,830,000	#	rep
1,000	#	dem
10,000	#	dem
100,000	#	dem
5,000	#	dem
2,000	#	dem
50,000	#	dem
20,000	#	dem
3,000	#	dem
30,000	#	dem
25,000	#	dem
15,000	#	dem
200,000	#	dem
500,000	#	dem
4,000	#	dem
40,000	#	dem
2,500	#	dem
250,000	#	dem
300,000	#	dem
60,000	#	dem
1,200	#	dem
150,000	#	dem
400,000	#	dem
80,000	#	dem
3,500	#	dem
70,000	#	dem
75,000	#	dem
600,000	#	dem
14,000	#	dem
9,000	#	dem
18,000	#	dem
1,400	#	dem
1,100	#	dem
1,300	#	dem
45,000	#	dem
16,000	#	dem
90,000	#	dem
800,000	#	dem
120,000	#	dem
17,000	#	dem
700,000	#	dem
350,000	#	dem
1,700	#	dem
750,000	#	dem
2,400	#	dem
125,000	#	dem
65,000	#	dem
24,000	#	dem
2,300	#	dem
160,000	#	dem
140,000	#	dem
6,500	#	dem
130,000	#	dem
450,000	#	dem
21,000	#	dem
26,000	#	dem
900,000	#	dem
2,700	#	dem
2,600	#	dem
180,000	#	dem
19,000	#	dem
85,000	#	dem
175,000	#	dem
170,000	#	dem
33,000	#	dem
650,000	#	dem
1,150	#	dem
42,000	#	dem
34,000	#	dem
240,000	#	dem
550,000	#	dem
37,000	#	dem
95,000	#	dem
275,000	#	dem
1,050	#	dem
230,000	#	dem
29,000	#	dem
31,000	#	dem
850,000	#	dem
44,000	#	dem
10,500	#	dem
190,000	#	dem
47,000	#	dem
43,000	#	dem
46,000	#	dem
325,000	#	dem
210,000	#	dem
260,000	#	dem
280,000	#	dem
165,000	#	dem
4,400	#	dem
tcf	#	dem
58,000	#	dem
64,000	#	dem
4,600	#	dem
72,000	#	dem
270,000	#	dem
53,000	#	dem
330,000	#	dem
68,000	#	dem
360,000	#	dem
57,000	#	dem
62,000	#	dem
320,000	#	dem
1,550	#	dem
49,000	#	dem
4,000,000	#	dem
66,000	#	dem
155,000	#	dem
63,000	#	dem
51,000	#	dem
425,000	#	dem
78,000	#	dem
6,400	#	dem
6,300	#	dem
195,000	#	dem
380,000	#	dem
340,000	#	dem
22,500	#	dem
84,000	#	dem
73,000	#	dem
290,000	#	dem
77,000	#	dem
4,900	#	dem
420,000	#	dem
88,000	#	dem
5,100	#	dem
82,000	#	dem
1,160	#	dem
76,000	#	dem
96,000	#	dem
235,000	#	dem
74,000	#	dem
1,180	#	dem
87,000	#	dem
1,049	#	dem
98,000	#	dem
6,100	#	dem
93,000	#	dem
61,000	#	dem
83,000	#	dem
6,700	#	dem
20,000,000	#	dem
1,270	#	dem
86,000	#	dem
310,000	#	dem
265,000	#	dem
79,000	#	dem
440,000	#	dem
2,650	#	dem
71,000	#	dem
1,105	#	dem
112,000	#	dem
1,027	#	dem
7,600	#	dem
1,058	#	dem
430,000	#	dem
8,400	#	dem
460,000	#	dem
1,215	#	dem
1,047	#	dem
1,037	#	dem
1,119	#	dem
299,000	#	dem
390,000	#	dem
97,000	#	dem
91,000	#	dem
114,000	#	dem
1,248	#	dem
7,300	#	dem
7,700	#	dem
81,000	#	dem
1,084	#	dem
1,158	#	dem
205,000	#	dem
1,126	#	dem
1,100,000	#	dem
1,107	#	dem
37,500	#	dem
128,000	#	dem
acre-feet	#	dem
1,288	#	dem
118,000	#	dem
106,000	#	dem
365,000	#	dem
1,279	#	dem
1,356	#	dem
132,000	#	dem
335,000	#	dem
138,000	#	dem
540,000	#	dem
21,500	#	dem
560,000	#	dem
139,000	#	dem
116,000	#	dem
1,394	#	dem
113,000	#	dem
345,000	#	dem
127,000	#	dem
179,000	#	dem
168,000	#	dem
123,000	#	dem
124,000	#	dem
8,100	#	dem
10,200	#	dem
417,000	#	dem
630,000	#	dem
640,000	#	dem
136,000	#	dem
520,000	#	dem
1,543	#	dem
137,000	#	dem
142,000	#	dem
1,619	#	dem
133,000	#	dem
1,622	#	dem
9,300	#	dem
1,614	#	dem
1,581	#	dem
1,704	#	dem
134,000	#	dem
162,000	#	dem
530,000	#	dem
660,000	#	dem
580,000	#	dem
101,000	#	dem
435,000	#	dem
1,722	#	dem
680,000	#	dem
620,000	#	dem
157,000	#	dem
1,709	#	dem
156,000	#	dem
158,000	#	dem
1,836	#	dem
1,876	#	dem
1,661	#	dem
147,000	#	dem
163,000	#	dem
2,045	#	dem
154,000	#	dem
780,000	#	dem
152,000	#	dem
1,802	#	dem
2,250,000	#	dem
167,000	#	dem
121,000	#	dem
1,861	#	dem
9,700	#	dem
1,926	#	dem
192,000	#	dem
153,000	#	dem
131,000	#	dem
2,032	#	dem
3,140	#	dem
2,029	#	dem
670,000	#	dem
164,000	#	dem
2,042	#	dem
1,993	#	dem
182,000	#	dem
3,120	#	dem
187,000	#	dem
2,128	#	dem
11,700	#	dem
695,000	#	dem
2,176	#	dem
2,238	#	dem
2,096	#	dem
760,000	#	dem
2,086	#	dem
141,000	#	dem
173,000	#	dem
2,214	#	dem
2,232	#	dem
339,000	#	dem
2,171	#	dem
2,258	#	dem
2,405	#	dem
216,000	#	dem
2,276	#	dem
975,000	#	dem
840,000	#	dem
585,000	#	dem
2,632	#	dem
2,717	#	dem
47,500	#	dem
2,303	#	dem
161,000	#	dem
184,000	#	dem
740,000	#	dem
5,001	#	dem
183,000	#	dem
319,000	#	dem
243,000	#	dem
2,653	#	dem
33,500	#	dem
830,000	#	dem
860,000	#	dem
770,000	#	dem
218,000	#	dem
52,500	#	dem
193,000	#	dem
2,622	#	dem
228,000	#	dem
3,228	#	dem
238,000	#	dem
2,754	#	dem
227,000	#	dem
196,000	#	dem
880,000	#	dem
half-a-million	#	dem
2-million	#	dem
222,000	#	dem
3,795	#	dem
236,000	#	dem
439,000	#	dem
214,000	#	dem
2,977	#	dem
820,000	#	dem
17,600	#	dem
3,012	#	dem
3,017	#	dem
226,000	#	dem
234,000	#	dem
16,200	#	dem
3,128	#	dem
191,000	#	dem
870,000	#	dem
232,000	#	dem
237,000	#	dem
3,124	#	dem
3,132	#	dem
3,109	#	dem
3,820	#	dem
252,000	#	dem
223,000	#	dem
635,000	#	dem
3,278	#	dem
267,000	#	dem
419,000	#	dem
3,702	#	dem
3,528	#	dem
3,389	#	dem
479,000	#	dem
201,000	#	dem
3,468	#	dem
4,240	#	dem
9,950	#	dem
4,620	#	dem
72,500	#	dem
221,000	#	dem
312,000	#	dem
6,350	#	dem
263,000	#	dem
246,000	#	dem
18,000,000	#	dem
16,600	#	dem
785,000	#	dem
3,611	#	dem
257,000	#	dem
272,000	#	dem
254,000	#	dem
308,000	#	dem
286,000	#	dem
4,013	#	dem
27,900	#	dem
539,000	#	dem
324,000	#	dem
277,000	#	dem
26,900	#	dem
15,100	#	dem
4,888	#	dem
297,000	#	dem
4,198	#	dem
4,187	#	dem
4,146	#	dem
336,000	#	dem
19,400	#	dem
317,000	#	dem
23,400	#	dem
4,259	#	dem
342,000	#	dem
17,100	#	dem
4,446	#	dem
5,025	#	dem
20,700	#	dem
348,000	#	dem
4,551	#	dem
4,643	#	dem
5,420	#	dem
6,001	#	dem
5,004	#	dem
4,663	#	dem
306,000	#	dem
337,000	#	dem
367,000	#	dem
4,823	#	dem
106,800	#	dem
5,028	#	dem
8,050	#	dem
4,782	#	dem
334,000	#	dem
605,000	#	dem
5,285	#	dem
386,000	#	dem
35,800	#	dem
296,000	#	dem
5,535	#	dem
835,000	#	dem
23,600	#	dem
5,153	#	dem
304,000	#	dem
61,500	#	dem
53,500	#	dem
5,585	#	dem
313,000	#	dem
55,500	#	dem
321,000	#	dem
127,500	#	dem
362,000	#	dem
6,420	#	dem
311,000	#	dem
373,000	#	dem
5,534	#	dem
418,000	#	dem
3,800,000	#	dem
3,400,000	#	dem
6,470	#	dem
71,500	#	dem
5,911	#	dem
5,754	#	dem
25,300	#	dem
303,000	#	dem
356,000	#	dem
424,000	#	dem
619,000	#	dem
351,000	#	dem
24,300	#	dem
353,000	#	dem
383,000	#	dem
6,328	#	dem
6,588	#	dem
6,074	#	dem
37,800	#	dem
331,000	#	dem
533,000	#	dem
434,000	#	dem
90,000,000	#	dem
34,200	#	dem
35,600	#	dem
23,000,000	#	dem
7,209	#	dem
444,000	#	dem
394,000	#	dem
406,000	#	dem
779,000	#	dem
668,000	#	dem
431,000	#	dem
7,194	#	dem
full-time-equivalent	#	dem
17,750	#	dem
466,000	#	dem
40,800	#	dem
403,000	#	dem
33,300	#	dem
879,000	#	dem
8,206	#	dem
8,146	#	dem
22,750	#	dem
446,000	#	dem
538,000	#	dem
36,700	#	dem
841,000	#	dem
517,000	#	dem
648,000	#	dem
36,300	#	dem
567,000	#	dem
572,000	#	dem
62,900	#	dem
10,037	#	dem
582,000	#	dem
40,600	#	dem
10,712	#	dem
542,000	#	dem
14,050	#	dem
651,000	#	dem
573,000	#	dem
548,000	#	dem
636,000	#	dem
98,900	#	dem
43,700	#	dem
10,458	#	dem
10,744	#	dem
10,801	#	dem
11,470	#	dem
10,422	#	dem
40,250	#	dem
13,997	#	dem
10,567	#	dem
39,700	#	dem
11,532	#	dem
12,970	#	dem
955,000	#	dem
12,370	#	dem
626,000	#	dem
11,739	#	dem
644,000	#	dem
674,000	#	dem
756,000	#	dem
647,000	#	dem
741,000	#	dem
13,344	#	dem
52,200	#	dem
56,300	#	dem
13,391	#	dem
75,600	#	dem
726,000	#	dem
656,000	#	dem
677,000	#	dem
738,000	#	dem
709,000	#	dem
561,000	#	dem
734,000	#	dem
mtops	#	dem
17,480	#	dem
708,000	#	dem
653,000	#	dem
15,173	#	dem
786,000	#	dem
747,000	#	dem
82,400	#	dem
59,300	#	dem
17,655	#	dem
57,300	#	dem
834,000	#	dem
838,000	#	dem
766,000	#	dem
837,000	#	dem
843,000	#	dem
80,900	#	dem
21,370	#	dem
863,000	#	dem
75,200	#	dem
831,000	#	dem
67,300	#	dem
937,000	#	dem
83,400	#	dem
54,000,000	#	dem
994,000	#	dem
57,000,000	#	dem
986,000	#	dem
983,000	#	dem
114,600	#	dem
117,700	#	dem
